SK_ID_CURR,TARGET
100001,0.06433385710568562
100005,0.15420439764657695
100013,0.0370855298057125
100028,0.024924756847970162
100038,0.13775933572884552
100042,0.06408891382313452
100057,0.009456742798589792
100065,0.02069982081918014
100066,0.007169492280297353
100067,0.0478362925855306
100074,0.037744364029146014
100090,0.03685208459694568
100091,0.23545843721491957
100092,0.04377467134321959
100106,0.055375887349071486
100107,0.19531991783108305
100109,0.05418868798687922
100117,0.022625534623741464
100128,0.09211895558116365
100141,0.03610472252903138
100150,0.025860400446905886
100168,0.010723443053350186
100169,0.05598025637383494
100170,0.05334567960974715
100171,0.05799201673454402
100172,0.15873566165405797
100184,0.08976145040204302
100187,0.042181035720112545
100212,0.016577130596141437
100222,0.07804834766769198
100223,0.024768125859128475
100232,0.009181510422520548
100241,0.19853083072061214
100245,0.025971300420799655
100253,0.028036866467391217
100256,0.06346479938699305
100271,0.008333113880424362
100278,0.6178142759048478
100280,0.01274518976237249
100306,0.11585995957954844
100311,0.0804324978738173
100312,0.03345166236586401
100330,0.065281981025102
100331,0.029963126235679705
100352,0.11241180270786433
100358,0.1550282904929758
100367,0.02240528142067194
100382,0.1010912286438961
100384,0.073948626206201
100385,0.10642464576800921
100386,0.03579045296705137
100399,0.05575420625312489
100404,0.04913202319154154
100416,0.015252089677585363
100422,0.03523950252630145
100426,0.023488677070640687
100438,0.022065249341557465
100444,0.20213500441697704
100445,0.13669606244594174
100446,0.02312025666911704
100447,0.01667599990617369
100450,0.1562833839228176
100466,0.015300660713611141
100483,0.020948057667765637
100484,0.020378383398465313
100494,0.03555059941681556
100510,0.17490099029194892
100512,0.021844038739423578
100517,0.030262563757546056
100548,0.033263805208642264
100551,0.038764247340395575
100552,0.12343886409147242
100553,0.011109624825713593
100561,0.1199464523781526
100568,0.41318210740068634
100569,0.023107779619169228
100591,0.06604128683916913
100592,0.03346445730963794
100602,0.029288783035527056
100607,0.056319702586576224
100613,0.044148216264779085
100617,0.057360412319231495
100618,0.07393180823507296
100622,0.04359000110295656
100625,0.215080478552761
100677,0.09861030746742441
100699,0.018050459184773698
100702,0.22444556548419997
100711,0.07325071301393074
100729,0.1473736111549082
100740,0.22708522311870058
100744,0.1310472732225236
100745,0.02659191506130031
100747,0.05916128782183128
100751,0.38011829671069763
100752,0.02890041078163516
100753,0.19460462774111031
100754,0.30536547287664234
100760,0.05374872405207936
100762,0.10472956650020475
100763,0.02001579328284418
100765,0.01088100789705267
100770,0.05324685534168957
100772,0.027384769401761416
100777,0.041697540652620685
100791,0.01377766299716619
100792,0.007590978090201596
100797,0.03755087015626643
100823,0.03826724481170781
100826,0.02226919156885448
100830,0.06572703932817785
100836,0.1615080093213048
100872,0.06831297902398911
100910,0.05000316340061563
100913,0.11081847005225616
100918,0.021331566568086314
100931,0.015236526076917823
100952,0.024098613678759605
100953,0.029372514113535444
100965,0.1542097887940144
100970,0.022080125927469284
100982,0.147109840449763
100983,0.3257289616371194
100984,0.07696017475721166
100987,0.04241001419816944
100997,0.053460881987441075
100998,0.24740443255060884
101002,0.050587242621459326
101005,0.13793832688495555
101008,0.3175265599954533
101020,0.04305586429333721
101021,0.04693665073317121
101024,0.04618552137579595
101025,0.28308546468677726
101026,0.01839559239141054
101031,0.012226722752768971
101041,0.01464269967864966
101051,0.016594795233592814
101055,0.107472900589897
101056,0.21958919075173247
101057,0.02111675428170222
101064,0.017944412869721482
101079,0.030677778197091613
101087,0.00781008970270108
101090,0.02681714568533779
101092,0.07676060018243912
101097,0.13231541491686644
101099,0.01169976926522937
101107,0.06994036859400589
101118,0.016170317483927953
101125,0.10069524982964143
101126,0.010677602200527011
101128,0.024849231423890613
101136,0.056934292906117984
101140,0.1411040554368821
101149,0.0569703585950602
101160,0.1352808051401118
101169,0.13737226283098802
101181,0.056441880119539364
101186,0.012150647792854827
101190,0.024903706037872737
101193,0.05154789897085916
101194,0.15592651112148936
101198,0.15836828704295433
101200,0.04069072346544305
101204,0.013213950095215973
101211,0.041861072447881925
101213,0.03724465328380474
101223,0.029698226124751922
101225,0.10148786733678568
101237,0.036416753228270364
101243,0.10328652748701021
101244,0.054889519204574834
101258,0.025215486797913123
