id,Y
50000,0.3403783818670611
50001,0.19567129901202837
50002,0.6535745465998497
50003,0.3797546621234462
50004,0.5573727032144193
50005,0.5574608055259836
50006,0.47094217453058257
50007,0.5570840587720709
50008,0.5731255234152056
50009,0.3605851206343404
50010,0.3596056733122713
50011,0.513108023790956
50012,0.42363760040423787
50013,0.18724000369542732
50014,0.5308880208893393
50015,0.2951212073617449
50016,0.06439751915451056
50017,0.39867770148051185
50018,0.5384453267666016
50019,0.613261163077086
50020,0.29494938066022036
50021,0.3385082225091427
50022,0.5582057972479996
50023,0.22438562378829643
50024,0.3279625964445165
50025,0.5024333471106867
50026,0.540701794688228
50027,0.36762823159894215
50028,0.5857349176623187
50029,0.5833194109365234
50030,0.5154187928662398
50031,0.35873980332869104
50032,0.21192578958031938
50033,0.059049605165499994
50034,0.4053442445952568
50035,0.42245932476443926
50036,0.2258883697111948
50037,0.5567477269450452
50038,0.09624535387534357
50039,0.2501459028172735
50040,0.3796794339855292
50041,0.31066451760384284
50042,0.433976859419849
50043,0.8179459590057744
50044,0.290701939119218
50045,0.7480579774593277
50046,0.24651743435209184
50047,0.5996110328156982
50048,0.4806303153095204
50049,0.6465931579280065
50050,0.09473162544331462
50051,0.5284617274422095
50052,0.19764932239264418
50053,0.39800406654353776
50054,0.18708791695349
50055,0.273735202562991
50056,0.5182676434590255
50057,0.2695257930235728
50058,0.336920911939737
50059,0.42908295717941863
50060,0.6163696617196768
50061,0.18893125835214744
50062,0.3887985162102912
50063,0.14921261834140173
50064,0.5206313444689286
50065,0.569788186556986
50066,0.536846235874845
50067,0.21294679959354498
50068,0.13647695021714923
50069,0.5214421464975969
50070,0.2971759010323515
50071,0.09083827519238721
50072,0.6134242562444789
50073,0.5866410562972308
50074,0.6601356764279973
50075,0.5139694427575672
50076,0.2768119649096483
50077,0.5306318815080331
50078,0.10662159342498015
50079,0.7589053947496083
50080,0.5477161643119983
50081,0.40799951182757105
50082,0.3716175539366454
50083,0.15105108372273057
50084,0.2370505696057165
50085,0.4350271161898219
50086,0.4113407668474406
50087,0.3476768549159527
50088,0.7628586933846067
50089,0.4361392958809657
50090,0.17942334530674253
50091,0.5121476988600937
50092,0.675771755934373
50093,0.5064094615103298
50094,0.7569314155923438
50095,0.5656673573533291
50096,0.528428038553391
50097,0.0846057124792635
50098,0.2716577640745594
50099,0.06599135523136927
50100,0.15626286764251496
50101,0.3536798139397113
50102,0.48108165231816313
50103,0.0696793929593606
50104,0.34361510801256445
50105,0.36767622053065013
50106,0.2574334723870941
50107,0.5779954728649247
50108,0.3532039821339503
50109,0.13481874691300438
50110,0.15779885955551556
50111,0.630479396730655
50112,0.18775883021224188
50113,0.45708279712555233
50114,0.46480277804022274
50115,0.5969536985562046
50116,0.5741861785611422
50117,0.7550281087873006
50118,0.2892380506892196
50119,0.4060818697424797
50120,0.5057171600438789
50121,0.16939681945873025
50122,0.51638668922862
50123,0.445829564209845
50124,0.08737266930862782
50125,0.41410970073096154
50126,0.0830346858168815
50127,0.21235353181267547
50128,0.5691438266511725
50129,0.12049404836166447
50130,0.41352846414314026
50131,0.573511173298827
50132,0.23130739938049458
50133,0.37774441927211366
50134,0.49273495371080916
50135,0.38160471752742103
50136,0.36025241449669654
50137,0.4941051031162781
50138,0.35867676622549327
50139,0.6357945586221102
50140,0.12875920788694
50141,0.3515120654884452
50142,0.22192922570221127
50143,0.10748950908977879
50144,0.814009015444195
50145,0.43088336820693046
50146,0.7036864626124816
50147,0.7728387617470835
50148,0.18148831751089864
50149,0.4841841289888276
50150,0.09233809185334091
50151,0.4305055173880238
50152,0.4965859797216387
50153,0.40001014290625203
50154,0.5827257274279284
50155,0.5087566243492622
50156,0.5095738567149147
50157,0.5116700232402672
50158,0.3740575823835088
50159,0.2711110732889083
50160,0.5192081541679082
50161,0.5046678792531584
50162,0.5944817271260957
50163,0.5116795358671166
50164,0.6785562440547751
50165,0.30368282036359406
50166,0.6045579343439342
50167,0.462187125664374
50168,0.10145506854680743
50169,0.11001981944629677
50170,0.17950056972554096
50171,0.5024290434622251
50172,0.4201671615856241
50173,0.4900493567007909
50174,0.05790779009334125
50175,0.32515509849542096
50176,0.31452762929942435
50177,0.34104764336129406
50178,0.4781703971852567
50179,0.6281619426614409
50180,0.288904151213042
50181,0.15085532288084386
50182,0.054341298753843276
50183,0.4989004490691817
50184,0.5212284235436832
50185,0.7693781516706051
50186,0.3894356290086587
50187,0.18487408054668142
50188,0.15402844583917802
50189,0.09029020010960301
50190,0.43571542901767735
50191,0.5593415276558646
50192,0.58629415390752
50193,0.5243482519911802
50194,0.3037542698857277
50195,0.27028201940684704
50196,0.10860387075842014
50197,0.38020258478243574
50198,0.7029589193973191
50199,0.5520030814454611
50200,0.3598333760447387
50201,0.2662076742580342
50202,0.46004796550394955
50203,0.23732065363348256
50204,0.17184405590602325
50205,0.48399492052154963
50206,0.32856424522013616
50207,0.5913554387335445
50208,0.438988935500956
50209,0.23049110981048165
50210,0.08332741213805467
50211,0.40441973405952625
50212,0.3684885712698645
50213,0.24080860156179956
50214,0.37868982166806214
50215,0.16020866128694908
50216,0.35224351300233586
50217,0.3878139818268775
50218,0.6464836340100669
50219,0.23206588338938983
50220,0.4912919585822369
50221,0.5334731710209865
50222,0.7805900461353347
50223,0.07198044514803228
50224,0.2516165061592243
50225,0.35871921890820097
50226,0.5955061204962028
50227,0.44667872845358686
50228,0.28670233772661347
50229,0.35885791423896984
50230,0.556850239814582
50231,0.3709603839126142
50232,0.4704335094521609
50233,0.5073862093486325
50234,0.41545633759992917
50235,0.38943304246567456
50236,0.6746452529522252
50237,0.07580537348906498
50238,0.20333054694735267
50239,0.32780466572158934
50240,0.5834815365228555
50241,0.15677764324334592
50242,0.36879975748484256
50243,0.13255860828939126
50244,0.4072329643438461
50245,0.3605338421689732
50246,0.46530758394653265
50247,0.12629988463388186
50248,0.40774802897046536
50249,0.44696257391499544
50250,0.1804988848475753
50251,0.32867549235963656
50252,0.30656842608788193
50253,0.5350910117083506
50254,0.566887293957772
50255,0.12508871158508858
50256,0.5573727032144193
50257,0.4002081955487161
50258,0.3896587732891774
50259,0.19212352556676124
50260,0.413789988467094
50261,0.18364916694305577
50262,0.5520605960544339
50263,0.39335877709773476
50264,0.22282448739240085
50265,0.8790812816006035
50266,0.4736649819977652
50267,0.6590664139601514
50268,0.4416999052424285
50269,0.4096097852930906
50270,0.6982388672235703
50271,0.36396698957210055
50272,0.46519466902917683
