,date,mean_1_return
0,0,0.0
1,1,1.0148994444444446
2,2,1.004723888888889
3,3,0.992404166666666
4,4,1.0065922222222212
5,5,1.0226083333333333
6,6,1.0001713888888892
7,7,1.0076019444444442
8,8,0.9978236111111111
9,9,0.9997275000000003
10,10,0.9780561111111111
11,11,0.9892169444444444
12,12,0.9997324999999994
13,13,1.0088277777777785
14,14,0.9990372222222228
15,15,0.9908966666666669
16,16,0.9953630555555564
17,17,1.011020000000001
18,18,1.0083372222222222
19,19,1.0086091666666666
20,20,1.0084527777777768
21,21,0.9978747222222215
22,22,1.0025358333333338
23,23,0.9996694444444453
24,24,0.9974097222222245
25,25,0.9923455555555558
26,26,1.0036230555555565
27,27,0.9947574999999994
28,28,1.004750277777777
29,29,1.0034844444444446
30,30,1.0100252777777783
31,31,1.0132738888888906
32,32,0.9958994444444443
33,33,1.0086236111111118
34,34,1.0032041666666671
35,35,0.9926499999999998
36,36,1.0107211111111132
37,37,0.9941850000000017
38,38,1.0029949999999996
39,39,0.9981775000000002
40,40,0.9875366666666658
41,41,0.9983138888888904
42,42,0.9991225000000006
43,43,1.0057030555555555
44,44,0.9904663888888883
45,45,0.9918277777777794
46,46,1.003494166666666
47,47,1.0022236111111114
48,48,0.9972088888888886
49,49,1.0079708333333337
50,50,1.0044419444444432
51,51,0.9977536111111136
52,52,1.0057444444444477
53,53,0.9982797222222235
54,54,0.9966008333333343
55,55,0.9995655555555543
56,56,0.9911644444444446
57,57,0.9816944444444451
58,58,0.9778533333333317
59,59,1.0102563888888885
60,60,0.984839722222223
61,61,1.0003769444444464
62,62,1.0079255555555555
63,63,0.989428888888888
64,64,1.0132938888888872
65,65,1.0000930555555547
66,66,1.0084205555555552
67,67,1.00813638888889
68,68,0.9954955555555558
69,69,0.9994227777777778
70,70,1.0037894444444435
71,71,0.9973366666666674
72,72,0.9980405555555554
73,73,1.0011669444444438
74,74,0.9992066666666671
75,75,0.9940138888888908
76,76,0.9863661111111115
77,77,0.9865525000000009
78,78,0.9899019444444467
79,79,0.9774358333333342
80,80,1.0338533333333322
81,81,0.9929963888888893
82,82,0.995657222222222
83,83,1.0189627777777805
84,84,1.0157544444444448
85,85,0.9973986111111112
86,86,1.0069708333333338
87,87,1.0123497222222229
88,88,1.019444166666668
89,89,1.0068750000000002
90,90,0.9974352777777775
91,91,1.0081252777777783
92,92,1.0212747222222238
93,93,0.9975711111111123
94,94,1.0139011111111123
95,95,1.0004013888888892
96,96,1.0006350000000006
97,97,0.9952205555555557
98,98,1.0097452777777791
99,99,1.0070163888888886
100,100,1.010228611111113
101,101,0.997358888888889
102,102,1.0112083333333333
103,103,1.0103661111111126
104,104,1.0090586111111095
105,105,0.9927144444444429
106,106,0.9980677777777776
107,107,1.0197647222222224
108,108,1.0041605555555573
109,109,0.9940536111111113
110,110,0.9980191666666679
111,111,0.9868922222222218
112,112,1.0038430555555558
113,113,1.0064255555555572
114,114,0.9996808333333337
115,115,0.9958925000000001
116,116,0.9931752777777787
117,117,0.9943416666666667
118,118,1.0076274999999997
119,119,1.001596388888887
120,120,0.9971680555555555
121,121,1.0031319444444444
122,122,1.0018511111111126
123,123,0.9961422222222213
124,124,1.0015972222222231
125,125,0.9969608333333339
126,126,1.0003002777777759
127,127,1.019256111111111
128,128,1.011893333333333
129,129,1.0018869444444436
130,130,1.0130902777777784
131,131,0.9992349999999993
132,132,1.0062027777777802
133,133,1.0060077777777776
134,134,1.0071616666666663
135,135,0.9951350000000002
136,136,0.9971827777777781
137,137,1.0012738888888904
138,138,0.9977186111111122
139,139,0.9997766666666672
140,140,1.0074825000000003
141,141,0.9994941666666664
142,142,0.9996558333333331
143,143,1.0061802777777782
144,144,1.0016116666666681
145,145,0.994330555555556
146,146,0.9987530555555555
147,147,1.0051952777777773
148,148,1.0027066666666662
149,149,1.0044780555555555
150,150,0.9974497222222212
151,151,1.0019752777777784
152,152,0.996413055555556
153,153,0.997221388888889
154,154,0.9965955555555566
155,155,0.9910283333333347
156,156,1.0111155555555547
157,157,1.0039283333333329
158,158,1.0001919444444445
159,159,1.0038194444444444
160,160,0.9942233333333341
161,161,0.9935852777777784
162,162,0.9994191666666689
163,163,0.9953805555555552
164,164,1.0006874999999988
165,165,0.9951158333333352
166,166,0.9858388888888909
167,167,0.9944063888888883
168,168,1.0099069444444453
169,169,1.004183333333334
170,170,0.9996161111111116
171,171,1.007717222222222
172,172,1.0016697222222222
173,173,1.0049897222222222
174,174,1.000830277777778
175,175,1.0012391666666665
176,176,1.0006122222222202
177,177,1.0002880555555533
178,178,0.9965994444444453
179,179,0.9974283333333331
180,180,1.005744166666668
181,181,0.998024444444445
182,182,1.0081469444444449
183,183,0.9980463888888897
184,184,1.0023372222222215
185,185,1.0069561111111094
186,186,0.9966419444444434
187,187,0.9994138888888888
188,188,1.0015974999999993
189,189,1.0009516666666674
190,190,1.0054069444444442
191,191,1.0059183333333337
192,192,1.005753333333333
193,193,1.0062208333333342
194,194,0.9982719444444442
195,195,0.9962688888888884
196,196,1.0067411111111122
197,197,1.010805277777777
198,198,0.9971747222222209
199,199,0.9970988888888892
200,200,0.9984788888888885
201,201,1.009354166666666
202,202,1.0018436111111106
203,203,1.0063358333333332
204,204,1.0013733333333323
205,205,1.0023205555555568
206,206,0.9965708333333322
207,207,0.9937225000000011
208,208,1.0074361111111125
209,209,0.9997150000000015
210,210,1.0017027777777767
211,211,0.996263611111112
212,212,1.0001158333333333
213,213,1.0027847222222226
214,214,1.0042544444444448
215,215,1.002363611111111
216,216,1.0000891666666678
217,217,0.9982061111111106
218,218,1.0000588888888884
219,219,1.0021033333333345
220,220,0.9983180555555558
221,221,1.003234166666665
222,222,0.9913900000000024
223,223,1.0048377777777766
224,224,0.9982730555555547
225,225,1.0039088888888894
